label,verdict,verdict_encoded,input_type,inference_time_ms,threat_score,confidence,recommended_action,recommended_action_encoded,nlp_score,nlp_weight,nlp_source,nlp_source_encoded,top_phrase_count,tactic_count,tactic_urgency,tactic_authority_impersonation,tactic_financial_lure,tactic_credential_harvesting,tactic_suspicious_link,tactic_fear_threat,tactic_spoofing,tactic_reward_framing,tactic_bec_pattern,tactic_executive_impersonation,url_score,url_weight,url_count,shap_ip_as_host,shap_brand_impersonation,shap_auth_in_domain,shap_high_risk_tld,shap_newly_registered,shap_no_ssl,shap_url_length_long,shap_url_length_very_long,shap_subdomain_abuse,shap_high_entropy,shap_typosquatting,shap_brand_in_path,shap_suspicious_keywords,shap_hex_encoding,shap_at_symbol,shap_redirect_pattern,shap_exe_extension,shap_medium_risk_tld,shap_excessive_hyphens,shap_double_slash,shap_privacy_protected,shap_no_dns_record,shap_no_spf,shap_no_dmarc,shap_urlhaus_hit,url_length,domain_length,path_length,query_length,num_dots,num_hyphens,num_underscores,num_slashes,num_at,num_question,num_equals,num_ampersand,num_percent,url_entropy,domain_entropy,subdomain_count,subdomain_length,path_depth,has_ip_address,is_https,is_http,tld_risk_high,tld_risk_medium,brand_in_domain,brand_in_path,is_legitimate_host,typosquatting_score,suspicious_path_kw,suspicious_domain_kw,has_exe_extension,has_file_extension,has_hex_encoding,double_slash_in_path,has_at_symbol,redirects_in_url,domain_has_numbers,domain_has_hyphens,header_score,header_weight,header_flag_count,spf_result_raw,dkim_result_raw,dmarc_result_raw,spf_result,dkim_result,dmarc_result,flag_spf_fail,flag_dkim_fail,flag_dkim_missing,flag_dmarc_fail,flag_reply_to_mismatch,flag_return_path_mismatch,flag_bulk_mailer,flag_missing_message_id,flag_missing_date,flag_excessive_hops,has_known_campaign,actor_confidence,related_domains_count,ti_malicious_domain_count,ti_feed_source_count,ti_global_reach_count,ioc_risk_boost,ioc_malicious_domain_count,ioc_malicious_ip_count,ioc_threat_family_count,ioc_source_count,dark_web_risk_raw,dark_web_risk,dark_web_breach_count,dark_web_total_exposed,dark_web_source_count,kill_chain_active_stages,kill_chain_overall_risk,kill_chain_attack_vector,kill_chain_attack_vector_encoded,kill_chain_is_brand_impersonation,kill_chain_initial_access_risk,kill_chain_credential_risk,kill_chain_financial_risk,kill_chain_lateral_risk,kill_chain_impact_level,kill_chain_impact_level_raw
1,SUSPICIOUS,1,email,9945,0.5263,0.7526,flag_for_review,1,0.8075,0.35,unknown,-1,4,2,0.0,0.0,0.0,0,0.9,0,0.0,0.9,0,0,0.513,0.28,2,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.526,Email-based Phishing,0,0,0.5263,0.316,0.211,0.368,1,MEDIUM
1,PHISHING,2,email,9018,0.5565,0.7671,quarantine_and_block,2,0.9725,0.35,unknown,-1,4,2,0.0,0.0,0.0,0,0.95,0,0.95,0.0,0,0,0.3186,0.28,1,0,0,0,0,0,0.1,0,0,0,0.06,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,28,21,0,0,1,0,0,2,0,0,0,0,0,4.209,3.6169,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.556,Sender Spoofing,2,0,0.5565,0.334,0.223,0.39,1,MEDIUM
1,PHISHING,2,email,9781,0.6909,0.8316,quarantine_and_block,2,0.956,0.35,unknown,-1,5,3,0.0,0.0,0.99,0,0.99,0,0.0,0.99,0,0,0.3695,0.28,3,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,31,6,14,0,2,1,0,4,0,0,0,0,0,4.0911,1.0,1,3,2,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0.1,1,0,0,1,LOW,1,0,0,0,1,0.691,Email-based Phishing,0,0,0.6909,0.415,0.276,0.484,1,MEDIUM
1,SUSPICIOUS,1,email,10774,0.417,0.7002,flag_for_review,1,0.5613,0.35,unknown,-1,5,3,0.0,0.0,0.0,0,0.95,0,0.95,0.95,0,0,0.513,0.28,4,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.417,Sender Spoofing,2,0,0.417,0.25,0.167,0.292,1,MEDIUM
1,SUSPICIOUS,1,email,11408,0.3097,0.6487,flag_for_review,1,0.4754,0.35,unknown,-1,5,3,0.0,0.0,0.0,0,0.95,0,0.95,0.95,0,0,0.3106,0.28,5,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,84,16,1,59,2,0,0,3,0,1,0,1,0,4.875,3.0,1,3,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.31,Sender Spoofing,2,0,0.3097,0.186,0.124,0.217,0,LOW
1,PHISHING,2,email,9961,0.6909,0.8316,quarantine_and_block,2,0.9559,0.35,unknown,-1,5,4,0.0,0.0,0.99,0,0.99,0,0.99,0.99,0,0,0.3695,0.28,3,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,31,6,14,0,2,1,0,4,0,0,0,0,0,4.0911,1.0,1,3,2,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,1,1,0,0.1,1,0,0,1,LOW,1,0,0,0,1,0.691,Sender Spoofing,2,0,0.6909,0.415,0.276,0.484,1,MEDIUM
1,SUSPICIOUS,1,email,10200,0.3801,0.6824,flag_for_review,1,0.4788,0.35,unknown,-1,4,3,0.95,0.0,0.0,0,0.95,0,0.0,0.95,0,0,0.513,0.28,1,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.38,Social Engineering — Urgency/Fear,1,0,0.3801,0.228,0.152,0.266,1,MEDIUM
1,SUSPICIOUS,1,email,11306,0.3545,0.6702,flag_for_review,1,0.4146,0.35,unknown,-1,5,3,0.9,0.0,0.0,0,0.9,0,0.0,0.9,0,0,0.513,0.28,1,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.354,Social Engineering — Urgency/Fear,1,0,0.3545,0.213,0.142,0.248,1,MEDIUM
0,SAFE,0,email,8806,0.1031,0.5495,monitor,0,0.0826,0.35,unknown,-1,3,1,0.0,0.0,0.0,0,0.8,0,0.0,0.0,0,0,0.0976,0.28,3,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,18,11,0,0,1,0,0,2,0,0,0,0,0,3.8366,2.8074,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.2,0.19,2,unknown,none,none,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.103,Email-based Phishing,0,0,0.1031,0.062,0.041,0.072,0,LOW
1,PHISHING,2,email,9372,0.5539,0.7659,quarantine_and_block,2,0.8599,0.35,unknown,-1,4,3,0.9,0.0,0.0,0,0.9,0,0.0,0.9,0,0,0.513,0.28,1,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.554,Social Engineering — Urgency/Fear,1,0,0.5539,0.332,0.222,0.388,1,MEDIUM
1,SUSPICIOUS,1,email,13018,0.512,0.7458,flag_for_review,1,0.9175,0.35,unknown,-1,5,3,0.0,0.0,0.0,0,0.95,0,0.95,0.95,0,0,0.2266,0.28,1,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,24,12,1,0,2,0,0,3,0,0,0,0,0,3.5221,1.5,1,3,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.2,0.19,2,unknown,none,none,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.512,Sender Spoofing,2,0,0.512,0.307,0.205,0.358,1,MEDIUM
1,PHISHING,2,email,12186,0.59,0.7832,quarantine_and_block,2,0.9171,0.35,unknown,-1,4,3,0.0,0.0,0.95,0,0.95,0,0.0,0.95,0,0,0.513,0.28,1,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.59,Email-based Phishing,0,0,0.59,0.354,0.236,0.413,1,MEDIUM
1,PHISHING,2,email,12039,0.6144,0.7949,quarantine_and_block,2,0.9548,0.35,unknown,-1,3,3,0.0,0.0,0.0,0,0.99,0,0.99,0.99,0,0,0.4944,0.28,2,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.05,0.04,0,22,14,1,0,1,1,0,3,0,0,0,0,0,3.0106,1.7219,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.614,Sender Spoofing,2,0,0.6144,0.369,0.246,0.43,1,MEDIUM
1,PHISHING,2,email,9864,0.5901,0.7832,quarantine_and_block,2,0.9174,0.35,unknown,-1,5,3,0.95,0.0,0.95,0,0.95,0,0.0,0.0,0,0,0.513,0.28,1,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.59,Social Engineering — Urgency/Fear,1,0,0.5901,0.354,0.236,0.413,1,MEDIUM
1,PHISHING,2,email,10190,0.6206,0.7979,quarantine_and_block,2,0.9724,0.35,unknown,-1,3,3,0.0,0.0,0.0,0,0.95,0,0.95,0.95,0,0,0.513,0.28,3,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.621,Sender Spoofing,2,0,0.6206,0.372,0.248,0.434,1,MEDIUM
1,SUSPICIOUS,1,email,10121,0.3914,0.6879,flag_for_review,1,0.5065,0.35,unknown,-1,5,3,0.0,0.0,0.0,0,0.99,0,0.99,0.99,0,0,0.513,0.28,5,0,0,0,0,0,0.1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.391,Sender Spoofing,2,0,0.3914,0.235,0.157,0.274,1,MEDIUM
1,PHISHING,2,email,14609,0.5897,0.7831,quarantine_and_block,2,0.9162,0.35,unknown,-1,5,3,0.95,0.0,0.0,0,0.95,0,0.0,0.95,0,0,0.513,0.28,1,0,0,0,0,0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.59,Social Engineering — Urgency/Fear,1,0,0.5897,0.354,0.236,0.413,1,MEDIUM
1,PHISHING,2,email,9571,0.5547,0.7663,quarantine_and_block,2,0.8623,0.35,unknown,-1,5,3,0.9,0.0,0.0,0,0.9,0,0.0,0.9,0,0,0.513,0.28,1,0,0,0,0,0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.555,Social Engineering — Urgency/Fear,1,0,0.5547,0.333,0.222,0.388,1,MEDIUM
1,PHISHING,2,email,11049,0.5896,0.783,quarantine_and_block,2,0.916,0.35,unknown,-1,4,3,0.95,0.0,0.95,0,0.95,0,0.0,0.0,0,0,0.513,0.28,1,0,0,0,0,0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.59,Social Engineering — Urgency/Fear,1,0,0.5896,0.354,0.236,0.413,1,MEDIUM
1,SUSPICIOUS,1,email,9414,0.4765,0.7287,flag_for_review,1,0.8622,0.35,unknown,-1,3,2,0.0,0.0,0.0,0,0.9,0,0.9,0.0,0,0,0.2806,0.28,1,0,0,0,0,0,0.1,0,0,0.0,0.06,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,26,19,0,0,1,0,0,2,0,0,0,0,0,4.027,3.3232,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.476,Sender Spoofing,2,0,0.4765,0.286,0.191,0.334,1,MEDIUM
1,SUSPICIOUS,1,email,8424,0.4988,0.7394,flag_for_review,1,0.9173,0.35,unknown,-1,3,3,0.0,0.0,0.0,0,0.95,0,0.95,0.95,0,0,0.1216,0.28,5,0,0,0,0,0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,36,6,19,0,3,0,0,5,0,0,0,0,0,3.9722,1.0,1,3,3,0,0,1,0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.499,Sender Spoofing,2,0,0.4988,0.299,0.2,0.349,1,MEDIUM
1,SUSPICIOUS,1,email,11254,0.3817,0.6832,flag_for_review,1,0.4827,0.35,unknown,-1,3,3,0.0,0.0,0.0,0,0.95,0,0.95,0.95,0,0,0.513,0.28,2,0,0,0,0,0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.382,Sender Spoofing,2,0,0.3817,0.229,0.153,0.267,1,MEDIUM
0,SAFE,0,email,7320,0.1277,0.5613,monitor,0,0.0275,0.35,unknown,-1,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0.1612,0.28,2,0,0,0,0,0,0.1,0,0,0.0,0.06,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,33,17,5,0,2,0,0,4,0,0,0,0,0,3.9196,3.2389,1,3,2,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.4,0.19,3,pass,none,none,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.128,Email-based Phishing,0,0,0.1277,0.077,0.051,0.089,0,LOW
1,SUSPICIOUS,1,email,8509,0.3912,0.6878,flag_for_review,1,0.506,0.35,unknown,-1,5,3,0.0,0.0,0.0,0,0.99,0,0.99,0.99,0,0,0.513,0.28,5,0,0,0,0,0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.391,Sender Spoofing,2,0,0.3912,0.235,0.156,0.274,1,MEDIUM
1,PHISHING,2,email,10435,0.6198,0.7975,quarantine_and_block,2,0.97,0.35,unknown,-1,3,2,0.0,0.95,0.0,0,0.0,0,0.95,0.0,0,0,0.513,0.28,1,0,0,0,0,0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,27,20,0,0,2,1,0,2,0,0,0,0,0,4.3104,2.0,2,15,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.62,Sender Spoofing,2,0,0.6198,0.372,0.248,0.434,1,MEDIUM
1,SUSPICIOUS,1,email,11355,0.4745,0.7278,flag_for_review,1,0.8624,0.35,unknown,-1,3,2,0.0,0.0,0.9,0,0.9,0,0.0,0.0,0,0,0.2745,0.28,1,0,0,0,0,0,0.1,0,0,0.0,0.06,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,23,16,0,0,1,0,0,2,0,0,0,0,0,3.7951,3.2516,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.474,Email-based Phishing,0,0,0.4745,0.285,0.19,0.332,1,MEDIUM
1,SUSPICIOUS,1,email,11882,0.4238,0.7034,flag_for_review,1,0.8075,0.35,unknown,-1,4,2,0.0,0.0,0.8,0,0.0,0,0.8,0.0,0,0,0.2385,0.28,1,0,0,0,0,0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,26,19,0,0,1,0,0,2,0,0,0,0,0,3.5945,3.1396,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.424,Sender Spoofing,2,0,0.4238,0.254,0.17,0.297,1,MEDIUM
1,SUSPICIOUS,1,email,8528,0.54,0.7592,flag_for_review,1,0.9722,0.35,unknown,-1,2,2,0.0,0.0,0.0,0,0.95,0,0.95,0.0,0,0,0.2445,0.28,1,0,0,0,0,0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,31,14,1,8,2,0,0,3,0,1,0,0,0,4.0424,1.5,1,6,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.54,Sender Spoofing,2,0,0.54,0.324,0.216,0.378,1,MEDIUM
1,SUSPICIOUS,1,email,9418,0.5306,0.7547,flag_for_review,1,0.9172,0.35,unknown,-1,3,3,0.95,0.0,0.0,0,0.95,0,0.95,0.0,0,0,0.3339,0.28,1,0,0,0,0,0,0.1,0,0,0.1,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.12,0.05,0.04,0,62,50,5,0,5,0,1,3,0,0,0,0,0,4.5452,2.3219,4,41,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.531,Social Engineering — Urgency/Fear,1,0,0.5306,0.318,0.212,0.371,1,MEDIUM
1,PHISHING,2,email,11770,0.5723,0.7747,quarantine_and_block,2,0.9559,0.35,unknown,-1,5,3,0.0,0.0,0.0,0,0.99,0,0.99,0.99,0,0,0.05,0.28,0,0,0,0,0,0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,UNKNOWN,0,0,0,0,1,0.572,Sender Spoofing,2,0,0.5723,0.343,0.229,0.401,1,MEDIUM
1,SUSPICIOUS,1,email,14510,0.5495,0.7638,flag_for_review,1,0.9107,0.35,unknown,-1,3,3,0.0,0.0,0.0,0,0.95,0,0.95,0.95,0,0,0.336,0.28,1,0,0,0,0,0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.15,0.0,0,0,0,0.12,0.05,0.04,0,39,14,10,7,2,0,0,3,0,1,0,0,0,4.0285,2.6635,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,0,0.28,0.19,2,unknown,none,none,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.549,Sender Spoofing,2,0,0.5495,0.33,0.22,0.385,1,MEDIUM
1,PHISHING,2,email,10290,0.6388,0.8066,quarantine_and_block,2,0.9173,0.35,unknown,-1,4,3,0.0,0.0,0.0,0,0.95,0,0.95,0.95,0,0,0.6705,0.28,1,0,0,0,0,0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.15,0.0,0,0,0,0.12,0.05,0.04,0,39,14,10,7,2,1,0,3,0,1,0,0,0,4.1311,3.0958,0,0,1,0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,0,0,0,0,1,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.639,Sender Spoofing,2,0,0.6388,0.383,0.256,0.447,1,MEDIUM
0,SUSPICIOUS,1,email,10546,0.3819,0.6833,flag_for_review,1,0.2568,0.35,unknown,-1,3,2,0.0,0.0,0.0,0,0.8,0,0.8,0.0,0,0,0.1138,0.28,5,0,0,0,0,0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,15,8,0,0,2,0,0,2,0,0,0,0,0,3.3736,0.9183,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.2,0.19,2,unknown,none,none,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,3,2,1,0,0.2,2,0,0,1,LOW,1,0,0,0,1,0.382,Sender Spoofing,2,0,0.3819,0.229,0.153,0.267,1,MEDIUM
1,SUSPICIOUS,1,email,7892,0.4696,0.7254,flag_for_review,1,0.8625,0.35,unknown,-1,4,3,0.0,0.0,0.0,0,0.9,0,0.9,0.9,0,0,0.2596,0.28,1,0,0,0,0,0,0.1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.06,0,0,0,0.12,0.05,0.04,0,18,11,0,0,1,0,0,2,0,0,0,0,0,3.5033,2.8074,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.08,0.19,1,unknown,none,none,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0,LOW,1,0,0,0,1,0.47,Sender Spoofing,2,0,0.4696,0.282,0.188,0.329,1,MEDIUM
